age,sex,EducationLevel,Job Title,Years of Experience,fare,MoreThan5Yrs,pclass
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
39,female,Bachelor's Degree,Financial Manager,16,200000,1,1
26,male,Bachelor's Degree,Product Designer,2,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
39,female,Bachelor's Degree,Financial Manager,16,200000,1,1
26,male,Bachelor's Degree,Product Designer,2,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
39,female,Bachelor's Degree,Financial Manager,16,200000,1,1
26,male,Bachelor's Degree,Product Designer,2,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
39,female,Bachelor's Degree,Financial Manager,16,200000,1,1
26,male,Bachelor's Degree,Product Designer,2,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
39,female,Bachelor's Degree,Financial Manager,16,200000,1,1
26,male,Bachelor's Degree,Product Designer,2,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
33,female,Master's Degree,Marketing Manager,9,130000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,12,160000,1,1
25,male,Bachelor's Degree,Product Manager,1,55000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,85000,0,1
34,male,PhD,Research Director,11,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
37,male,Master's Degree,Marketing Director,14,180000,1,3
28,female,Bachelor's Degree,Marketing Coordinator,3,60000,0,1
33,male,Master's Degree,Software Engineer,9,120000,1,3
26,female,Bachelor's Degree,Graphic Designer,1,45000,0,1
29,male,Bachelor's Degree,Product Manager,5,80000,0,3
35,female,PhD,Research Scientist,11,150000,1,1
27,male,Bachelor's Degree,Software Engineer,2,65000,0,3
31,female,Bachelor's Degree,Marketing Manager,7,100000,1,1
28,male,Master's Degree,Financial Analyst,4,90000,0,3
24,female,Bachelor's Degree,Marketing Analyst,0,40000,0,1
30,male,Bachelor's Degree,Project Manager,6,110000,1,3
34,female,PhD,Research Director,12,170000,1,1
27,male,Bachelor's Degree,Software Engineer,3,75000,0,3
33,female,Master's Degree,Marketing Manager,8,120000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
25,female,High School,Customer Service Representative,1,30000,0,1
36,male,PhD,Research Scientist,13,180000,1,3
39,female,Bachelor's Degree,Financial Manager,15,200000,1,1
26,male,Bachelor's Degree,Product Designer,1,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
28,male,Bachelor's Degree,Marketing Analyst,3,65000,0,3
32,female,Bachelor's Degree,Product Manager,7,110000,1,1
24,male,High School,Delivery Driver,0,28000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,210000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
29,male,Bachelor's Degree,Software Engineer,3,75000,0,3
32,female,Master's Degree,Marketing Manager,8,120000,1,1
27,male,Bachelor's Degree,Product Manager,2,65000,0,3
30,female,PhD,Data Scientist,6,100000,1,1
36,male,Bachelor's Degree,Financial Analyst,11,150000,1,3
28,female,Bachelor's Degree,Marketing Coordinator,3,60000,0,1
33,male,Master's Degree,Software Engineer,9,120000,1,3
26,female,Bachelor's Degree,Graphic Designer,1,45000,0,1
29,male,Bachelor's Degree,Product Manager,5,80000,0,3
35,female,PhD,Research Scientist,11,150000,1,1
27,male,Bachelor's Degree,Software Engineer,2,65000,0,3
31,female,Bachelor's Degree,Marketing Manager,7,100000,1,1
28,male,Master's Degree,Financial Analyst,4,90000,0,3
24,female,Bachelor's Degree,Marketing Analyst,0,40000,0,1
30,male,Bachelor's Degree,Project Manager,6,110000,1,3
34,female,PhD,Research Director,12,170000,1,1
27,male,Bachelor's Degree,Software Engineer,3,75000,0,3
33,female,Master's Degree,Marketing Manager,8,120000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
25,female,High School,Customer Service Representative,1,30000,0,1
36,male,PhD,Research Scientist,13,180000,1,3
39,female,Bachelor's Degree,Financial Manager,15,200000,1,1
26,male,Bachelor's Degree,Product Designer,1,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
28,male,Bachelor's Degree,Marketing Analyst,3,65000,0,3
32,female,Bachelor's Degree,Product Manager,7,110000,1,1
24,male,High School,Delivery Driver,0,28000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,210000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
27,male,phD,Marketing Coordinator,7,120000,1,1
28,female,Bachelor's Degree,Marketing Coordinator,3,60000,0,3
33,male,Master's Degree,Software Engineer,8,120000,1,1
27,female,Bachelor's Degree,Product Manager,2,65000,0,3
30,male,PhD,Data Scientist,6,100000,1,1
36,female,Bachelor's Degree,Financial Analyst,11,150000,1,3
29,male,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,female,Master's Degree,Software Engineer,9,120000,1,3
26,male,Bachelor's Degree,Graphic Designer,1,45000,0,1
29,female,Bachelor's Degree,Product Manager,5,80000,0,3
35,male,PhD,Research Scientist,11,150000,1,1
27,male,Bachelor's Degree,Software Engineer,2,65000,0,3
31,female,Bachelor's Degree,Marketing Manager,7,100000,1,1
28,male,Master's Degree,Financial Analyst,4,90000,0,3
24,female,Bachelor's Degree,Marketing Analyst,0,40000,0,1
30,male,Bachelor's Degree,Project Manager,6,110000,1,3
34,female,PhD,Research Director,12,170000,1,1
27,male,Bachelor's Degree,Software Engineer,3,75000,0,3
33,female,Master's Degree,Marketing Manager,8,120000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,3
25,female,High School,Customer Service Representative,1,30000,0,1
36,male,PhD,Research Scientist,13,180000,1,3
39,female,Bachelor's Degree,Financial Manager,15,200000,1,1
26,male,Bachelor's Degree,Product Designer,1,50000,0,3
31,female,PhD,Data Scientist,8,140000,1,1
28,male,Bachelor's Degree,Marketing Analyst,3,65000,0,3
32,female,Bachelor's Degree,Product Manager,7,110000,1,1
24,male,High School,Delivery Driver,0,28000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,210000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
26,male,Bachelor's Degree,Product Designer,2,55000,0,1
31,female,PhD,Data Scientist,8,140000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,70000,0,1
33,female,Master's Degree,Marketing Manager,9,130000,1,3
27,male,Bachelor's Degree,Software Engineer,3,80000,0,1
36,female,PhD,Research Scientist,12,170000,1,3
25,male,Bachelor's Degree,Product Manager,1,60000,0,1
30,female,Bachelor's Degree,Marketing Coordinator,5,90000,0,3
34,male,PhD,Research Director,11,160000,1,1
28,female,Bachelor's Degree,Marketing Analyst,3,60000,0,3
32,male,Bachelor's Degree,Product Manager,7,120000,1,1
24,female,High School,Receptionist,0,25000,0,3
37,male,Master's Degree,Marketing Director,14,190000,1,1
39,female,Bachelor's Degree,Financial Manager,16,200000,1,3
29,female,Bachelor's Degree,Marketing Coordinator,4,65000,0,1
34,male,Master's Degree,Software Engineer,9,125000,1,3
28,female,Bachelor's Degree,Product Manager,3,70000,0,1
31,male,PhD,Data Scientist,7,110000,1,3
37,female,Bachelor's Degree,Financial Analyst,12,160000,1,1
30,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Software Engineer,8,120000,1,1
27,male,Bachelor's Degree,Graphic Designer,2,50000,0,3
30,female,Bachelor's Degree,Product Manager,5,85000,0,1
36,male,PhD,Research Scientist,11,155000,1,3
28,male,Bachelor's Degree,Software Engineer,3,70000,0,1
32,female,Bachelor's Degree,Marketing Manager,8,115000,1,3
29,male,Master's Degree,Financial Analyst,5,95000,0,1
25,female,Bachelor's Degree,Marketing Analyst,0,40000,0,3
31,male,Bachelor's Degree,Project Manager,6,115000,1,1
35,female,PhD,Research Director,12,175000,1,3
28,male,Bachelor's Degree,Software Engineer,3,70000,0,1
33,female,Master's Degree,Marketing Manager,9,135000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,1
25,female,High School,Customer Service Representative,1,30000,0,3
36,male,PhD,Research Scientist,13,185000,1,1
40,female,Bachelor's Degree,Financial Manager,15,210000,1,3
27,male,Bachelor's Degree,Product Designer,1,45000,0,1
32,female,PhD,Data Scientist,9,145000,1,3
28,male,Bachelor's Degree,Marketing Analyst,3,70000,0,1
32,female,Bachelor's Degree,Product Manager,7,120000,1,3
24,male,High School,Delivery Driver,0,28000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
